Designator,Mid X,Mid Y,Rotation,Layer
D1,140.48,-92.54,0.0,bottom
D2,147.78,-101.04,0.0,bottom
D3,139.68,-103.64,115.0,bottom
R1,144.18,-89.64,0.0,bottom
X1,143.4225,-97.7025,0.0,top
