Designator,Mid X,Mid Y,Rotation,Layer
C1,128.8,-106.0,180.0,top
C2,128.8,-113.2,180.0,top
D1,135.2,-128.4,180.0,top
P1,133.0,-101.7,0.0,top
R1,128.8,-109.6,180.0,top
R2,128.8,-121.6,270.0,top
U1,135.8,-108.2,90.0,top
